"","AQIM_CARGO_ID","CARGO_FORM","CALENDAR_YR","CARGO_CATG","ORIGIN","CITY","STATE","QUANTITY","UNIT","INSP_QUANTITY","INSP_UNIT","INSP_METHOD","AG_RISK_FL","INTENDED_USE","COMMODITY_LIST","LOCATION","PORT_CD","ENTRY_NUM","CARGO_COMMODITY_ID","AQIM_COMMODITY","QUANTITY.y","UNIT.y","FND_IN_CARGO","PROHIBITED_FL","TREATMENT_FL","SMUGGLED_FL","PEST_FL","PEST_DATA","CONTAMNT_FL","CONTAMINENT","CREATE_DT","kstar","QUANTITY_INSP_UNITS","HYPER_SAMP_SIZE"
"2640","22474AC","Air Cargo",2018,"Perishable","NLD","FALLS CHURCH","VA",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"2641","22479AC","Air Cargo",2018,"Perishable","THA","EL GRANADA","CA",79,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79,24
"2642","22481AC","Air Cargo",2018,"Perishable","NLD","ARCATA","CA",840,"Box/Carton",28,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,840,28
"2643","22485AC","Air Cargo",2018,"Perishable","THA","FLUSHING","NY",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Mokara sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"2644","22487AC","Air Cargo",2018,"Perishable","THA","COLLEGE POINT","NY",77,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,77,24
"2645","22490AC","Air Cargo",2018,"Perishable","THA","HOUSTON","TX",49,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,49,22
"2646","22492AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
"2647","22500AC","Air Cargo",2018,"Perishable","NLD","ARLINGTON","TX",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"2648","22504AC","Air Cargo",2018,"Perishable","THA","LOS ANGELES","CA",57,"Box/Carton",23,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57,23
"2649","22506AC","Air Cargo",2018,"Perishable","ISR","LOS ANGELES","CA",26,"Box/Carton",18,"Box/Carton","Hypergeometric Sample","N","","Eustoma sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,18
"2650","22514AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
"2651","22515AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"2652","22522AC","Air Cargo",2018,"Perishable","THA","SAN BRUNO","CA",54,"Box/Carton",23,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54,23
"2653","22539AC","Air Cargo",2018,"Perishable","THA","COLLEGE POINT","NY",17,"Box/Carton",14,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,14
"2654","22544AC","Air Cargo",2018,"Perishable","JPN","HONOLULU","HI",13,"Box/Carton",12,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,12
"2655","22549AC","Air Cargo",2018,"Perishable","JPN","LOS ANGELES","CA",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Eustoma sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"2656","22561AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"2657","22562AC","Air Cargo",2018,"Perishable","COL","SAN JUAN","PR",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Chrysanthemum sp., CF","GA Atlanta CBP",1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"2658","22564AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",12,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,11
"2659","22583AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"2660","22594AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"2661","22598AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"2662","22606AC","Air Cargo",2018,"Perishable","THA","EL GRANADA","CA",90,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,25
"2663","22608AC","Air Cargo",2018,"Perishable","THA","KATY","TX",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"2664","22612AC","Air Cargo",2018,"Perishable","THA","INGLEWOOD","CA",110,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,110,26
"2665","22629AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"2666","22630AC","Air Cargo",2018,"Perishable","ETH","NEW YORK","NY",119,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,119,26
"2667","22636AC","Air Cargo",2018,"Perishable","THA","ANAHEIM","CA",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"2668","22657AC","Air Cargo",2018,"Perishable","ECU","NEW YORK","NY",62,"Box/Carton",23,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62,23
"2669","22661AC","Air Cargo",2018,"Perishable","TWN","NORTH CHESTERFIELD","VA",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Oncidium sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"2670","22662AC","Air Cargo",2018,"Perishable","ISR","JAMAICA","NY",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Ruscus sp.,  CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"2671","22663AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"2672","22664AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"2673","22665AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"2674","22675AC","Air Cargo",2018,"Perishable","THA","SAN BRUNO","CA",19,"Box/Carton",15,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,15
"2675","22680AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",13,"Box/Carton",12,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,12
"2676","22681AC","Air Cargo",2018,"Perishable","THA","EL GRANADA","CA",112,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,112,26
"2677","22692AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"2678","22694AC","Air Cargo",2018,"Perishable","THA","SAN MATEO","CA",42,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42,21
"2679","22702AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"2680","22703AC","Air Cargo",2018,"Perishable","THA","SEABROOK","NH",39,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39,21
"2681","22709AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
"2682","22712AC","Air Cargo",2018,"Perishable","THA","SAN BRUNO","CA",150,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,150,26
"2683","22713AC","Air Cargo",2018,"Perishable","NZL","REDONDO BEACH","CA",563,"Box/Carton",28,"Box/Carton","Hypergeometric Sample","N","","Cymbidium sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,563,28
"2684","22715AC","Air Cargo",2018,"Perishable","NZL","REDONDO BEACH","CA",526,"Box/Carton",28,"Box/Carton","Hypergeometric Sample","N","","Cymbidium sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,526,28
"2685","22717AC","Air Cargo",2018,"Perishable","COL","LOS ANGELES","CA",58,"Box/Carton",23,"Box/Carton","Hypergeometric Sample","N","","Hydrangea sp. , CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,58,23
"2686","22724AC","Air Cargo",2018,"Perishable","NLD","ARLINGTON","TX",13,"Box/Carton",12,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,12
"2687","22738AC","Air Cargo",2018,"Perishable","THA","KATY","TX",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"2688","22745AC","Air Cargo",2018,"Perishable","THA","HOUSTON","TX",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"2689","22749AC","Air Cargo",2018,"Perishable","THA","HERCULES","CA",20,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,16
"2690","22751AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"2691","22752AC","Air Cargo",2018,"Perishable","THA","HOUSTON","TX",17,"Box/Carton",14,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,5001,"Dendrobium Sp., CF","17","Box/Carton","Associated with cargo","N","N","N","Y","130399 (FRANKLINIELLA SP.)","N","","Aug 7, 2018 3:26:33 PM",1,17,14
"2692","22753AC","Air Cargo",2018,"Perishable","THA","KATY","TX",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"2693","22760AC","Air Cargo",2018,"Perishable","THA","HOUSTON","TX",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"2694","22762AC","Air Cargo",2018,"Perishable","NZL","JAMAICA","NY",34,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Cymbidium sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,20
"2695","22771AC","Air Cargo",2018,"Perishable","THA","EL GRANADA","CA",70,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,24
"2696","22773AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"2697","22785NC","Northern Border Cargo",2016,"Perishable","CAN","MARINE CITY","MI",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","MI Port Huron CBP",3802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"2698","22788SC","Southern Border Cargo",2013,"Perishable","MEX","ENCINITAS","CA",1700,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Ranunculus sp. (CF)","CA Otay Mesa CBP",2506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1700,29
"2699","22789SC","Southern Border Cargo",2013,"Perishable","MEX","ENCINITAS","CA",600,"Box/Carton",28,"Box/Carton","Hypergeometric Sample","N","","Anemone sp., CF","CA Otay Mesa CBP",2506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,600,28
"2700","22794SC","Southern Border Cargo",2013,"Perishable","MEX","CARLSBAD","CA",3500,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Matthiola sp., CF","CA Otay Mesa CBP",2506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3500,29
"2701","22796AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
"2702","22797AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
"2703","22798AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"2704","22801AC","Air Cargo",2018,"Perishable","THA","SAN BRUNO","CA",23,"Box/Carton",17,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,17
"2705","22802AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
"2706","22813AC","Air Cargo",2018,"Perishable","NLD","JAMAICA","NY",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Cordyline sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"2707","22815AC","Air Cargo",2018,"Perishable","THA","EL GRANADA","CA",80,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,80,24
"2708","22817AC","Air Cargo",2018,"Perishable","NLD","ARLINGTON","TX",31,"Box/Carton",19,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31,19
"2709","22821AC","Air Cargo",2018,"Perishable","THA","FREMONT","CA",48,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,48,22
"2710","22828AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"2711","22829AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",17,"Box/Carton",14,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,14
"2712","22841AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"2713","22846NC","Northern Border Cargo",2016,"Perishable","CAN","ATLANTA","GA",304,"Box/Carton",28,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","MI Port Huron CBP",3802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,304,28
"2714","22848AC","Air Cargo",2018,"Perishable","THA","SAN MATEO","CA",42,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42,21
"2715","22852AC","Air Cargo",2018,"Perishable","THA","HONOLULU","HI",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"2716","22853AC","Air Cargo",2018,"Perishable","ECU","DORAL","FL",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Mathiola sp., CF","GA Atlanta CBP",1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"2717","22859AC","Air Cargo",2018,"Perishable","ITA","SAN FRANCISCO","CA",20,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Danae sp., CF","CA San Francisco CBP",2801,NA,5027,"Danae sp., CF","20","Box/Carton","Associated with cargo","N","N","N","Y","136604 (Pseudococcidae)","N","","Sep 14, 2018 4:04:56 PM",1,20,16
"2718","22864AC","Air Cargo",2018,"Perishable","NLD","ARLINGTON","TX",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Echeveria sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"2719","22871AC","Air Cargo",2018,"Perishable","THA","SPRING","TX",30,"Box/Carton",19,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,19
"2720","22873AC","Air Cargo",2018,"Perishable","THA","KATY","TX",19,"Box/Carton",15,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,15
"2721","22874AC","Air Cargo",2018,"Perishable","THA","KATY","TX",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Mokara sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"2722","22877NC","Northern Border Cargo",2017,"Perishable","CAN","PITTSBURGH","PA",30,"Box/Carton",19,"Box/Carton","Hypergeometric Sample","N","","Gerbera sp., CF","NY Buffalo CBP Peace Bridge",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,19
"2723","22890AC","Air Cargo",2018,"Perishable","THA","EL GRANADA","CA",103,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,103,25
"2724","22894AC","Air Cargo",2018,"Perishable","NZL","JAMAICA","NY",298,"Box/Carton",28,"Box/Carton","Hypergeometric Sample","N","","Cymbidium sp., CF, Protea sp., CF","NY JFK CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,298,28
"2725","22895AC","Air Cargo",2018,"Perishable","NZL","JAMAICA","NY",140,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Eustoma sp., CF, Helleborus sp., CF","NY JFK CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,140,26
"2726","22902AC","Air Cargo",2018,"Perishable","THA","HOUSTON","TX",30,"Box/Carton",19,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,19
"2727","22905AC","Air Cargo",2018,"Perishable","AUS","REDONDO BEACH","CA",75,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Thryptomene sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,75,24
"2728","22909AC","Air Cargo",2018,"Perishable","THA","KATY","TX",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Mokara sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"2729","22910AC","Air Cargo",2018,"Perishable","NZL","REDONDO BEACH","CA",175,"Box/Carton",27,"Box/Carton","Hypergeometric Sample","N","","Cymbidium sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,175,27
"2730","22913AC","Air Cargo",2018,"Perishable","THA","IRVINE","CA",19,"Box/Carton",15,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,15
