"","AQIM_CARGO_ID","CARGO_FORM","CALENDAR_YR","CARGO_CATG","ORIGIN","CITY","STATE","QUANTITY","UNIT","INSP_QUANTITY","INSP_UNIT","INSP_METHOD","AG_RISK_FL","INTENDED_USE","COMMODITY_LIST","LOCATION","PORT_CD","ENTRY_NUM","CARGO_COMMODITY_ID","AQIM_COMMODITY","QUANTITY.y","UNIT.y","FND_IN_CARGO","PROHIBITED_FL","TREATMENT_FL","SMUGGLED_FL","PEST_FL","PEST_DATA","CONTAMNT_FL","CONTAMINENT","CREATE_DT","kstar","QUANTITY_INSP_UNITS","HYPER_SAMP_SIZE"
"856","15579AC","Air Cargo",2013,"Perishable","THA","SAN BRUNO","CA",12,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Mokara sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,11
"857","15580AC","Air Cargo",2013,"Perishable","THA","GRAND PRAIRIE","TX",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"858","15581AC","Air Cargo",2013,"Perishable","THA","CHICAGO","IL",58,"Box/Carton",23,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,58,23
"859","15582NC","Northern Border Cargo",2013,"Perishable","CAN","WEBSTER","NY",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Anthirrhinum sp., CF","NY Buffalo CBP Peace Bridge",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"860","15589AC","Air Cargo",2013,"Perishable","THA","HONOLULU","HI",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"861","15594AC","Air Cargo",2013,"Perishable","THA","KATY","TX",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"862","15595AC","Air Cargo",2013,"Perishable","COL","HOUSTON","TX",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Hydrangea sp. , CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"863","15600AC","Air Cargo",2013,"Perishable","COL","SAN JUAN","PR",53,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","N","","Hydrangea sp. , CF","PR San Juan Air CBP",4913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53,22
"864","15605AC","Air Cargo",2013,"Perishable","THA","SAN FRANCISCO","CA",33,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33,20
"865","15621AC","Air Cargo",2013,"Perishable","COL","HOUSTON","TX",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Hydrangea sp. , CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"866","15629AC","Air Cargo",2013,"Perishable","NLD","MONROE TOWNSHIP","NJ",20,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,16
"867","15636AC","Air Cargo",2013,"Perishable","NLD","LONG ISLAND CITY","NY",47,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,47,22
"868","15640AC","Air Cargo",2013,"Perishable","ISR","NORTHFIELD","IL",23,"Box/Carton",17,"Box/Carton","Hypergeometric Sample","N","","Eustoma sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,17
"869","15649AC","Air Cargo",2013,"Perishable","THA","UNION CITY","CA",35,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35,20
"870","15656AC","Air Cargo",2013,"Perishable","THA","NORTHBROOK","IL",12,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Mokara sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,11
"871","15657AC","Air Cargo",2013,"Perishable","COL","CAGUAS","PR",95,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Chrysanthemum sp., CF","PR San Juan Air CBP",4913,NA,3492,"Chrysanthemum sp., CF","95","Box/Carton","Associated with cargo","N","N","N","Y"," 200321 (FRANKLINIELLA, SP)","N","","Jun 17, 2013 2:40:26 PM",1,95,25
"872","15658AC","Air Cargo",2013,"Perishable","NZL","NEW YORK","NY",73,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Cymbidium sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,73,24
"873","15659AC","Air Cargo",2013,"Perishable","THA","BOSTON","MA",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"874","15663AC","Air Cargo",2013,"Perishable","GTM","DALLAS","TX",53,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53,22
"875","15664AC","Air Cargo",2013,"Perishable","NLD","CHICAGO","IL",12,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Paeonia sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,11
